Timestamp,UTC,Callsign,Position,altitude,flight_phase,track,latitude,longitude,aircraft_type,ROCD_m/s,time,delta_t (s),sum_t (s),sum_t (min),Pressure_Pa,TAS_m/s,a_m/s^2,Density,S_m^2,CD0,CD2,cd0_delta,K,gamma_rad,Thr_max_climb_ISA,delta_temp,delta_temp_eff,Thr_max_climb,Thrust_N,eta_kg_per_min_per_kN,fnom_kg_per_s,fmin_kg_per_s,fcr_kg_per_s,fapld_kg_per_s,Fuel_kg_per_s,Fuel_at_time_kg,Fuel_sum_with_time_kg,P1,P2,P3,mt,f2,Sumsq,fmin
1756725687,2025-09-01T11:21:27Z,TLM610,"13.915244,100.602325",0,Taxi_out,269,13.915244,100.602325,737,0.0,11:21:27,0,0,0.0,101325.0,,0.0,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,0.0,0.0,,,,57934.07135,,,0.18385
1756725699,2025-09-01T11:21:39Z,TLM610,"13.914929,100.60183",0,Taxi_out,243,13.914929,100.60183,737,0.0,11:21:39,12,12,0.2,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.2062,2.2062,,,,57931.86515,,,0.18385
1756725760,2025-09-01T11:22:40Z,TLM610,"13.914487,100.602455",0,Taxi_out,243,13.914487,100.602455,737,0.0,11:22:40,61,73,1.2166666666666666,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,11.21485,13.421050000000001,,,,57920.6503,,,0.18385
1756725772,2025-09-01T11:22:52Z,TLM610,"13.914448,100.602669",0,Taxi_out,243,13.914448,100.602669,737,0.0,11:22:52,12,85,1.4166666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.2062,15.62725,,,,57918.4441,,,0.18385
1756725793,2025-09-01T11:23:13Z,TLM610,"13.914382,100.602882",0,Taxi_out,243,13.914382,100.602882,737,0.0,11:23:13,21,106,1.7666666666666666,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,3.86085,19.4881,,,,57914.58325,,,0.18385
1756725820,2025-09-01T11:23:40Z,TLM610,"13.914562,100.603119",0,Taxi_out,243,13.914562,100.603119,737,0.0,11:23:40,27,133,2.216666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,4.9639500000000005,24.45205,,,,57909.6193,,,0.18385
1756725978,2025-09-01T11:26:18Z,TLM610,"13.914324,100.603111",0,Taxi_out,168,13.914324,100.603111,737,0.0,11:26:18,158,291,4.85,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,29.0483,53.50035,,,,57880.571,,,0.18385
1756725990,2025-09-01T11:26:30Z,TLM610,"13.914047,100.603462",0,Taxi_out,95,13.914047,100.603462,737,0.0,11:26:30,12,303,5.05,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.2062,55.70655,,,,57878.3648,,,0.18385
1756725998,2025-09-01T11:26:38Z,TLM610,"13.91415,100.603714",0,Taxi_out,47,13.91415,100.603714,737,0.0,11:26:38,8,311,5.183333333333334,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.4708,57.17735,,,,57876.894,,,0.18385
1756726005,2025-09-01T11:26:45Z,TLM610,"13.914359,100.603844",0,Taxi_out,33,13.914359,100.603844,737,0.0,11:26:45,7,318,5.3,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.28695,58.464299999999994,,,,57875.60705,,,0.18385
1756726106,2025-09-01T11:28:26Z,TLM610,"13.914569,100.603973",0,Taxi_out,33,13.914569,100.603973,737,0.0,11:28:26,101,419,6.983333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,18.56885,77.03314999999999,,,,57857.0382,,,0.18385
1756726119,2025-09-01T11:28:39Z,TLM610,"13.914778,100.604095",0,Taxi_out,33,13.914778,100.604095,737,0.0,11:28:39,13,432,7.2,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.39005,79.4232,,,,57854.64815,,,0.18385
1756726127,2025-09-01T11:28:47Z,TLM610,"13.914986,100.60421",0,Taxi_out,33,13.914986,100.60421,737,0.0,11:28:47,8,440,7.333333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.4708,80.89399999999999,,,,57853.17735,,,0.18385
1756726145,2025-09-01T11:29:05Z,TLM610,"13.915593,100.604553",0,Taxi_out,28,13.915593,100.604553,737,0.0,11:29:05,18,458,7.633333333333334,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,3.3093000000000004,84.20329999999998,,,,57849.86805,,,0.18385
1756726160,2025-09-01T11:29:20Z,TLM610,"13.916302,100.604942",0,Taxi_out,28,13.916302,100.604942,737,0.0,11:29:20,15,473,7.883333333333334,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.75775,86.96104999999999,,,,57847.1103,,,0.18385
1756726169,2025-09-01T11:29:29Z,TLM610,"13.916768,100.605202",0,Taxi_out,28,13.916768,100.605202,737,0.0,11:29:29,9,482,8.033333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.6546500000000002,88.61569999999999,,,,57845.45565,,,0.18385
1756726187,2025-09-01T11:29:47Z,TLM610,"13.917932,100.605858",0,Taxi_out,28,13.917932,100.605858,737,0.0,11:29:47,18,500,8.333333333333334,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,3.3093000000000004,91.92499999999998,,,,57842.14635,,,0.18385
1756726201,2025-09-01T11:30:01Z,TLM610,"13.918839,100.606369",0,Taxi_out,28,13.918839,100.606369,737,0.0,11:30:01,14,514,8.566666666666666,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.5739,94.49889999999998,,,,57839.57245,,,0.18385
1756726213,2025-09-01T11:30:13Z,TLM610,"13.919712,100.606865",0,Taxi_out,28,13.919712,100.606865,737,0.0,11:30:13,12,526,8.766666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.2062,96.70509999999997,,,,57837.36625,,,0.18385
1756726222,2025-09-01T11:30:22Z,TLM610,"13.920364,100.607231",0,Taxi_out,28,13.920364,100.607231,737,0.0,11:30:22,9,535,8.916666666666666,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.6546500000000002,98.35974999999998,,,,57835.7116,,,0.18385
1756726229,2025-09-01T11:30:29Z,TLM610,"13.920865,100.607506",0,Taxi_out,28,13.920865,100.607506,737,0.0,11:30:29,7,542,9.033333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.28695,99.64669999999998,,,,57834.42465,,,0.18385
1756726235,2025-09-01T11:30:35Z,TLM610,"13.921394,100.607796",0,Taxi_out,28,13.921394,100.607796,737,0.0,11:30:35,6,548,9.133333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.1031,100.74979999999998,,,,57833.32155,,,0.18385
1756726243,2025-09-01T11:30:43Z,TLM610,"13.921702,100.607971",0,Taxi_out,28,13.921702,100.607971,737,0.0,11:30:43,8,556,9.266666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.4708,102.22059999999998,,,,57831.85075,,,0.18385
1756726253,2025-09-01T11:30:53Z,TLM610,"13.922518,100.608429",0,Taxi_out,28,13.922518,100.608429,737,0.0,11:30:53,10,566,9.433333333333334,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.8385000000000002,104.05909999999997,,,,57830.01225,,,0.18385
1756726279,2025-09-01T11:31:19Z,TLM610,"13.924717,100.609673",0,Taxi_out,28,13.924717,100.609673,737,0.0,11:31:19,26,592,9.866666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,4.7801,108.83919999999998,,,,57825.23215,,,0.18385
1756726297,2025-09-01T11:31:37Z,TLM610,"13.925962,100.610374",0,Taxi_out,28,13.925962,100.610374,737,0.0,11:31:37,18,610,10.166666666666666,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,3.3093000000000004,112.14849999999998,,,,57821.92285,,,0.18385
1756726305,2025-09-01T11:31:45Z,TLM610,"13.926235,100.610519",0,Taxi_out,30,13.926235,100.610519,737,0.0,11:31:45,8,618,10.3,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.4708,113.61929999999998,,,,57820.45205,,,0.18385
1756726311,2025-09-01T11:31:51Z,TLM610,"13.926405,100.610779",0,Taxi_out,70,13.926405,100.610779,737,0.0,11:31:51,6,624,10.4,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.1031,114.72239999999998,,,,57819.34895,,,0.18385
1756726332,2025-09-01T11:32:12Z,TLM610,"13.926079,100.611671",0,Taxi_out,118,13.926079,100.611671,737,0.0,11:32:12,21,645,10.75,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,3.86085,118.58324999999998,,,,57815.4881,,,0.18385
1756726341,2025-09-01T11:32:21Z,TLM610,"13.925938,100.612038",0,Taxi_out,109,13.925938,100.612038,737,0.0,11:32:21,9,654,10.9,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,1.6546500000000002,120.23789999999998,,,,57813.83345,,,0.18385
1756726355,2025-09-01T11:32:35Z,TLM610,"13.925732,100.612144",0,Taxi_out,118,13.925732,100.612144,737,0.0,11:32:35,14,668,11.133333333333333,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,2.5739,122.81179999999998,,,,57811.25955,,,0.18385
1756726438,2025-09-01T11:33:58Z,TLM610,"13.92552,100.612",0,Taxi_out,118,13.92552,100.612,737,0.0,11:33:58,83,751,12.516666666666667,101325.0,,,,124.65,0.0235,0.0445,0.0235,0.044,,146590.0,,,,,,,0.18385,,0.18385,0.18385,15.25955,138.07134999999997,,,,57796.0,,,0.18385
1756726450,2025-09-01T11:34:10Z,TLM610,"13.924988,100.611694",0,Takeoff,208,13.924988,100.611694,737,0.0,11:34:10,12,763,12.716666666666667,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726457,2025-09-01T11:34:17Z,TLM610,"13.923466,100.610863",0,Takeoff,208,13.923466,100.610863,737,0.0,11:34:17,7,770,12.833333333333334,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726460,2025-09-01T11:34:20Z,TLM610,"13.922704,100.610435",0,Takeoff,208,13.922704,100.610435,737,0.0,11:34:20,3,773,12.883333333333333,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726462,2025-09-01T11:34:22Z,TLM610,"13.921967,100.610008",0,Takeoff,208,13.921967,100.610008,737,0.0,11:34:22,2,775,12.916666666666666,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726464,2025-09-01T11:34:24Z,TLM610,"13.921156,100.609566",0,Takeoff,208,13.921156,100.609566,737,0.0,11:34:24,2,777,12.95,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726465,2025-09-01T11:34:25Z,TLM610,"13.920678,100.609299",0,Takeoff,208,13.920678,100.609299,737,0.0,11:34:25,1,778,12.966666666666667,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726468,2025-09-01T11:34:28Z,TLM610,"13.91938,100.608566",0,Takeoff,208,13.91938,100.608566,737,0.0,11:34:28,3,781,13.016666666666667,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726476,2025-09-01T11:34:36Z,TLM610,"13.915581,100.606445",0,Takeoff,208,13.915581,100.606445,737,0.0,11:34:36,8,789,13.15,101325.0,,,,143.04,0.0333,0.0428,0.0235,0.041,,146590.0,,,,,,,0.18385,,0.18385,,,138.07134999999997,,,,57796.0,,,0.18385
1756726485,2025-09-01T11:34:45Z,TLM610,"13.910646,100.603683",275,Initial_climb,208,13.910646,100.603683,737,9.313333333333334,11:34:45,9,798,13.3,100322.09111470741,,,,143.04,0.027,0.0441,0.0,0.041,,145841.70311107812,,,,,,,0.18291807583130576,,0.18291807583130576,,,138.07134999999997,,,,57796.0,,,0.18291807583130576
1756726491,2025-09-01T11:34:51Z,TLM610,"13.905945,100.600952",475,Initial_climb,209,13.905945,100.600952,737,10.16,11:34:51,6,804,13.4,99597.76390308833,,,,143.04,0.027,0.0441,0.0,0.041,,145297.4871918622,,,,,,,0.18224031279952815,,0.18224031279952815,,,138.07134999999997,,,,57796.0,,,0.18224031279952815
1756726500,2025-09-01T11:35:00Z,TLM610,"13.900172,100.597618",825,Initial_climb,209,13.900172,100.597618,737,11.853333333333333,11:35:00,9,813,13.55,98340.38350388239,,,,143.04,0.027,0.0441,0.0,0.041,,144345.10933323434,,,,,,,0.18105422749391728,,0.18105422749391728,,,138.07134999999997,,,,57796.0,,,0.18105422749391728
1756726506,2025-09-01T11:35:06Z,TLM610,"13.895843,100.595108",1050,Initial_climb,209,13.895843,100.595108,737,11.43,11:35:06,6,819,13.65,97538.8778229874,,,,143.04,0.027,0.0441,0.0,0.041,,143732.86642411642,,,,,,,0.18029174408316745,,0.18029174408316745,,,138.07134999999997,,,,57796.0,,,0.18029174408316745
1756726514,2025-09-01T11:35:14Z,TLM610,"13.890349,100.591881",1350,Initial_climb,209,13.890349,100.591881,737,11.43,11:35:14,8,827,13.783333333333333,96478.44006303811,,,,143.04,0.027,0.0441,0.0,0.041,,142916.54254529253,,,,,,,0.179275099535501,,0.179275099535501,,,138.07134999999997,,,,57796.0,,,0.179275099535501
1756726523,2025-09-01T11:35:23Z,TLM610,"13.884205,100.588463",1700,Initial_climb,208,13.884205,100.588463,737,11.853333333333333,11:35:23,9,836,13.933333333333334,95253.08174762283,,,,143.04,0.027,0.0441,0.0,0.041,,141964.16468666468,,,,,,,0.17808901422989015,,0.17808901422989015,,,138.07134999999997,,,,57796.0,,,0.17808901422989015
1756726531,2025-09-01T11:35:31Z,TLM610,"13.878479,100.585182",2025,Climb,211,13.878479,100.585182,737,12.3825,11:35:31,8,844,14.066666666666666,94126.56249711245,,,,124.65,0.0235,0.0445,0.0,0.044,,141079.81381793882,,,,,,,0.1769876493032515,,0.1769876493032515,,,138.07134999999997,,,,57796.0,,,0.1769876493032515
1756726535,2025-09-01T11:35:35Z,TLM610,"13.876144,100.583481",2175,Climb,220,13.876144,100.583481,737,11.43,11:35:35,4,848,14.133333333333333,93610.2821522253,,,,124.65,0.0235,0.0445,0.0,0.044,,140671.65187852687,,,,,,,0.1764793270294183,,0.1764793270294183,,,138.07134999999997,,,,57796.0,,,0.1764793270294183
1756726537,2025-09-01T11:35:37Z,TLM610,"13.874725,100.582062",2250,Climb,225,13.874725,100.582062,737,11.43,11:35:37,2,850,14.166666666666666,93353.00324224005,,,,124.65,0.0235,0.0445,0.0,0.044,,140467.57090882093,,,,,,,0.17622516589250167,,0.17622516589250167,,,138.07134999999997,,,,57796.0,,,0.17622516589250167
1756726539,2025-09-01T11:35:39Z,TLM610,"13.873777,100.58094",2300,Climb,232,13.873777,100.58094,737,7.62,11:35:39,2,852,14.2,93181.80229099443,,,,124.65,0.0235,0.0445,0.0,0.044,,140331.5169290169,,,,,,,0.17605572513455725,,0.17605572513455725,,,138.07134999999997,,,,57796.0,,,0.17605572513455725
1756726541,2025-09-01T11:35:41Z,TLM610,"13.87262,100.579124",2375,Climb,239,13.87262,100.579124,737,11.43,11:35:41,2,854,14.233333333333333,92925.47762385778,,,,124.65,0.0235,0.0445,0.0,0.044,,140127.43595931097,,,,,,,0.17580156399764063,,0.17580156399764063,,,138.07134999999997,,,,57796.0,,,0.17580156399764063
1756726543,2025-09-01T11:35:43Z,TLM610,"13.871962,100.577759",2450,Climb,245,13.871962,100.577759,737,11.43,11:35:43,2,856,14.266666666666667,92669.72420127722,,,,124.65,0.0235,0.0445,0.0,0.044,,139923.354989605,,,,,,,0.17554740286072404,,0.17554740286072404,,,138.07134999999997,,,,57796.0,,,0.17554740286072404
1756726545,2025-09-01T11:35:45Z,TLM610,"13.871429,100.576332",2525,Climb,249,13.871429,100.576332,737,11.43,11:35:45,2,858,14.3,92414.54104879727,,,,124.65,0.0235,0.0445,0.0,0.044,,139719.27401989902,,,,,,,0.17529324172380745,,0.17529324172380745,,,138.07134999999997,,,,57796.0,,,0.17529324172380745
1756726547,2025-09-01T11:35:47Z,TLM610,"13.870834,100.574387",2600,Climb,253,13.870834,100.574387,737,11.43,11:35:47,2,860,14.333333333333334,92159.92719311496,,,,124.65,0.0235,0.0445,0.0,0.044,,139515.19305019305,,,,,,,0.17503908058689083,,0.17503908058689083,,,138.07134999999997,,,,57796.0,,,0.17503908058689083
1756726549,2025-09-01T11:35:49Z,TLM610,"13.870514,100.572731",2700,Climb,257,13.870514,100.572731,737,15.24,11:35:49,2,862,14.366666666666667,91821.32594490553,,,,124.65,0.0235,0.0445,0.0,0.044,,139243.08509058508,,,,,,,0.174700199071002,,0.174700199071002,,,138.07134999999997,,,,57796.0,,,0.174700199071002
1756726551,2025-09-01T11:35:51Z,TLM610,"13.870286,100.570923",2775,Climb,261,13.870286,100.570923,737,11.43,11:35:51,2,864,14.4,91568.03666981772,,,,124.65,0.0235,0.0445,0.0,0.044,,139039.0041208791,,,,,,,0.1744460379340854,,0.1744460379340854,,,138.07134999999997,,,,57796.0,,,0.1744460379340854
1756726553,2025-09-01T11:35:53Z,TLM610,"13.870146,100.569237",2850,Climb,265,13.870146,100.569237,737,11.43,11:35:53,2,866,14.433333333333334,91315.31345549674,,,,124.65,0.0235,0.0445,0.0,0.044,,138834.92315117316,,,,,,,0.17419187679716877,,0.17419187679716877,,,138.07134999999997,,,,57796.0,,,0.17419187679716877
1756726556,2025-09-01T11:35:56Z,TLM610,"13.870102,100.567711",2925,Climb,268,13.870102,100.567711,737,7.62,11:35:56,3,869,14.483333333333333,91063.15533362432,,,,124.65,0.0235,0.0445,0.0,0.044,,138630.8421814672,,,,,,,0.17393771566025215,,0.17393771566025215,,,138.07134999999997,,,,57796.0,,,0.17393771566025215
1756726558,2025-09-01T11:35:58Z,TLM610,"13.870193,100.56601",3000,Climb,273,13.870193,100.56601,737,11.43,11:35:58,2,871,14.516666666666667,90811.56133703045,,,,124.65,0.0235,0.0445,0.0,0.044,,138426.76121176122,,,,,,,0.17368355452333556,,0.17368355452333556,,,138.07134999999997,,,,57796.0,,,0.17368355452333556
1756726560,2025-09-01T11:36:00Z,TLM610,"13.870377,100.564018",3075,Climb,276,13.870377,100.564018,737,11.43,11:36:00,2,873,14.55,90560.53049969254,,,,124.65,0.0235,0.0445,0.0,0.044,,138222.68024205524,,,,,,,0.17342939338641894,,0.17342939338641894,,,138.07134999999997,,,,57796.0,,,0.17342939338641894
1756726562,2025-09-01T11:36:02Z,TLM610,"13.870651,100.562363",3150,Climb,279,13.870651,100.562363,737,11.43,11:36:02,2,875,14.583333333333334,90310.06185673489,,,,124.65,0.0235,0.0445,0.0,0.044,,138018.59927234927,,,,,,,0.17317523224950232,,0.17317523224950232,,,138.07134999999997,,,,57796.0,,,0.17317523224950232
1756726564,2025-09-01T11:36:04Z,TLM610,"13.871017,100.560371",3250,Climb,282,13.871017,100.560371,737,15.24,11:36:04,2,877,14.616666666666667,89976.9765251755,,,,124.65,0.0235,0.0445,0.0,0.044,,137746.49131274133,,,,,,,0.17283635073361353,,0.17283635073361353,,,138.07134999999997,,,,57796.0,,,0.17283635073361353
1756726566,2025-09-01T11:36:06Z,TLM610,"13.871475,100.558762",3325,Climb,285,13.871475,100.558762,737,11.43,11:36:06,2,879,14.65,89727.81592324669,,,,124.65,0.0235,0.0445,0.0,0.044,,137542.41034303533,,,,,,,0.1725821895966969,,0.1725821895966969,,,138.07134999999997,,,,57796.0,,,0.1725821895966969
1756726568,2025-09-01T11:36:08Z,TLM610,"13.871962,100.557335",3400,Climb,288,13.871962,100.557335,737,11.43,11:36:08,2,881,14.683333333333334,89479.21430771827,,,,124.65,0.0235,0.0445,0.0,0.044,,137338.32937332938,,,,,,,0.1723280284597803,,0.1723280284597803,,,138.07134999999997,,,,57796.0,,,0.1723280284597803
1756726570,2025-09-01T11:36:10Z,TLM610,"13.87266,100.55545",3500,Climb,292,13.87266,100.55545,737,15.24,11:36:10,2,883,14.716666666666667,89148.6133624662,,,,124.65,0.0235,0.0445,0.0,0.044,,137066.22141372142,,,,,,,0.17198914694389147,,0.17198914694389147,,,138.07134999999997,,,,57796.0,,,0.17198914694389147
1756726572,2025-09-01T11:36:12Z,TLM610,"13.873359,100.553955",3575,Climb,294,13.873359,100.553955,737,11.43,11:36:12,2,885,14.75,88901.3123175102,,,,124.65,0.0235,0.0445,0.0,0.044,,136862.14044401544,,,,,,,0.17173498580697485,,0.17173498580697485,,,138.07134999999997,,,,57796.0,,,0.17173498580697485
1756726574,2025-09-01T11:36:14Z,TLM610,"13.87413,100.552322",3650,Climb,296,13.87413,100.552322,737,11.43,11:36:14,2,887,14.783333333333333,88654.56706368004,,,,124.65,0.0235,0.0445,0.0,0.044,,136658.05947430947,,,,,,,0.17148082467005826,,0.17148082467005826,,,138.07134999999997,,,,57796.0,,,0.17148082467005826
1756726576,2025-09-01T11:36:16Z,TLM610,"13.874802,100.550972",3700,Climb,296,13.874802,100.550972,737,7.62,11:36:16,2,889,14.816666666666666,88490.3785284415,,,,124.65,0.0235,0.0445,0.0,0.044,,136522.0054945055,,,,,,,0.17131138391211384,,0.17131138391211384,,,138.07134999999997,,,,57796.0,,,0.17131138391211384
1756726579,2025-09-01T11:36:19Z,TLM610,"13.875546,100.549431",3750,Climb,296,13.875546,100.549431,737,5.08,11:36:19,3,892,14.866666666666667,88326.4363035103,,,,124.65,0.0235,0.0445,0.0,0.044,,136385.9515147015,,,,,,,0.17114194315416945,,0.17114194315416945,,,138.07134999999997,,,,57796.0,,,0.17114194315416945
1756726581,2025-09-01T11:36:21Z,TLM610,"13.876373,100.547729",3800,Climb,295,13.876373,100.547729,737,7.62,11:36:21,2,894,14.9,88162.74010610167,,,,124.65,0.0235,0.0445,0.0,0.044,,136249.89753489752,,,,,,,0.17097250239622502,,0.17097250239622502,,,138.07134999999997,,,,57796.0,,,0.17097250239622502
1756726583,2025-09-01T11:36:23Z,TLM610,"13.877243,100.54583",3825,Climb,295,13.877243,100.54583,737,3.81,11:36:23,2,896,14.933333333333334,88080.98417940957,,,,124.65,0.0235,0.0445,0.0,0.044,,136181.87054499556,,,,,,,0.17088778201725283,,0.17088778201725283,,,138.07134999999997,,,,57796.0,,,0.17088778201725283
1756726585,2025-09-01T11:36:25Z,TLM610,"13.87792,100.544373",3850,Climb,294,13.87792,100.544373,737,3.81,11:36:25,2,898,14.966666666666667,87999.2896536557,,,,124.65,0.0235,0.0445,0.0,0.044,,136113.84355509357,,,,,,,0.1708030616382806,,0.1708030616382806,,,138.07134999999997,,,,57796.0,,,0.1708030616382806
1756726587,2025-09-01T11:36:27Z,TLM610,"13.878708,100.542564",3900,Climb,294,13.878708,100.542564,737,7.62,11:36:27,2,900,15.0,87836.08466383755,,,,124.65,0.0235,0.0445,0.0,0.044,,135977.7895752896,,,,,,,0.1706336208803362,,0.1706336208803362,,,138.07134999999997,,,,57796.0,,,0.1706336208803362
1756726589,2025-09-01T11:36:29Z,TLM610,"13.879486,100.540863",3925,Climb,294,13.879486,100.540863,737,3.81,11:36:29,2,902,15.033333333333333,87754.57412924574,,,,124.65,0.0235,0.0445,0.0,0.044,,135909.76258538757,,,,,,,0.170548900501364,,0.170548900501364,,,138.07134999999997,,,,57796.0,,,0.170548900501364
1756726591,2025-09-01T11:36:31Z,TLM610,"13.880402,100.538826",3950,Climb,294,13.880402,100.538826,737,3.81,11:36:31,2,904,15.066666666666666,87673.12485453713,,,,124.65,0.0235,0.0445,0.0,0.044,,135841.7355954856,,,,,,,0.1704641801223918,,0.1704641801223918,,,138.07134999999997,,,,57796.0,,,0.1704641801223918
1756726593,2025-09-01T11:36:33Z,TLM610,"13.88118,100.537117",4000,Climb,294,13.88118,100.537117,737,7.62,11:36:33,2,906,15.1,87510.40994386902,,,,124.65,0.0235,0.0445,0.0,0.044,,135705.68161568162,,,,,,,0.17029473936444742,,0.17029473936444742,,,138.07134999999997,,,,57796.0,,,0.17029473936444742
1756726596,2025-09-01T11:36:36Z,TLM610,"13.881958,100.53537",4025,Climb,294,13.881958,100.53537,737,2.54,11:36:36,3,909,15.15,87429.14423749439,,,,124.65,0.0235,0.0445,0.0,0.044,,135637.65462577963,,,,,,,0.17021001898547522,,0.17021001898547522,,,138.07134999999997,,,,57796.0,,,0.17021001898547522
1756726598,2025-09-01T11:36:38Z,TLM610,"13.882854,100.533432",4075,Climb,294,13.882854,100.533432,737,7.62,11:36:38,2,911,15.183333333333334,87266.79614673111,,,,124.65,0.0235,0.0445,0.0,0.044,,135501.60064597565,,,,,,,0.1700405782275308,,0.1700405782275308,,,138.07134999999997,,,,57796.0,,,0.1700405782275308
1756726604,2025-09-01T11:36:44Z,TLM610,"13.885391,100.527794",4200,Climb,294,13.885391,100.527794,737,6.3500000000000005,11:36:44,6,917,15.283333333333333,86861.99365767313,,,,124.65,0.0235,0.0445,0.0,0.044,,135161.4656964657,,,,,,,0.16961697633266978,,0.16961697633266978,,,138.07134999999997,,,,57796.0,,,0.16961697633266978
1756726612,2025-09-01T11:36:52Z,TLM610,"13.888906,100.519989",4325,Climb,294,13.888906,100.519989,737,4.7625,11:36:52,8,925,15.416666666666666,86458.71299780937,,,,124.65,0.0235,0.0445,0.0,0.044,,134821.33074695573,,,,,,,0.16919337443780874,,0.16919337443780874,,,138.07134999999997,,,,57796.0,,,0.16919337443780874
