Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction,flight_phase
1756729636,2025-09-01T12:27:16Z,TLM610,"17.389938,102.774315",0,11,191,Taxi_in
1756729642,2025-09-01T12:27:22Z,TLM610,"17.389658,102.774315",0,11,174,Taxi_in
1756729647,2025-09-01T12:27:27Z,TLM610,"17.389391,102.774399",0,11,157,Taxi_in
1756729653,2025-09-01T12:27:33Z,TLM610,"17.38916,102.774582",0,11,137,Taxi_in
1756729660,2025-09-01T12:27:40Z,TLM610,"17.388943,102.774879",0,11,120,Taxi_in
1756729665,2025-09-01T12:27:45Z,TLM610,"17.388821,102.775124",0,12,118,Taxi_in
1756729670,2025-09-01T12:27:50Z,TLM610,"17.388691,102.775375",0,12,118,Taxi_in
1756729679,2025-09-01T12:27:59Z,TLM610,"17.388474,102.775826",0,13,118,Taxi_in
1756729683,2025-09-01T12:28:03Z,TLM610,"17.388359,102.776039",0,13,118,Taxi_in
1756729691,2025-09-01T12:28:11Z,TLM610,"17.388134,102.776512",0,13,118,Taxi_in
1756729698,2025-09-01T12:28:18Z,TLM610,"17.387981,102.77681",0,13,118,Taxi_in
1756729707,2025-09-01T12:28:27Z,TLM610,"17.387808,102.777176",0,4,118,Taxi_in
1756729723,2025-09-01T12:28:43Z,TLM610,"17.387512,102.777122",0,5,118,Taxi_in
1756729733,2025-09-01T12:28:53Z,TLM610,"17.387308,102.777016",0,5,118,Taxi_in
1756729745,2025-09-01T12:29:05Z,TLM610,"17.387066,102.776886",0,0,118,Taxi_in
